index,title,budget,genres,id,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count
241,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,Fantasy Action Adventure Comedy,308531,en,39.873791,01-06-16,245623848,112,5.8,963
242,Fantastic Four,120000000,Action Adventure Science Fiction,166424,en,38.126095,05-08-15,167977596,100,4.4,2278
243,Night at the Museum,110000000,Action Adventure Comedy Family Fantasy,1593,en,48.780039,20-10-06,574480841,108,6.3,2862
244,San Andreas,110000000,Action Drama Thriller,254128,en,100.412364,27-05-15,470490832,114,6,2968
245,Tomorrow Never Dies,110000000,Adventure Action Thriller,714,en,42.887121,11-12-97,333011068,119,6,925
246,The Patriot,110000000,Drama History War Action,2024,en,23.657284,28-06-00,215294342,165,6.8,1099
247,Ocean's Twelve,110000000,Thriller Crime,163,en,76.840712,09-12-04,362744280,125,6.4,2124
248,Mr. & Mrs. Smith,110000000,Action Comedy Drama Thriller,787,en,44.635452,07-06-05,478207520,120,6.5,2965
249,Insurgent,110000000,Adventure Science Fiction Thriller,262500,en,103.718387,18-03-15,295238201,119,6.2,3829
250,The Aviator,116000000,Drama,2567,en,45.616098,17-12-04,102000000,170,7,1489
251,Gulliver's Travels,112000000,Comedy,38745,en,22.845143,25-12-10,237382724,85,4.9,621
252,The Green Hornet,120000000,Action Crime Comedy,40805,en,31.703608,12-01-11,227817248,119,5.5,1251
253,300: Rise of an Empire,110000000,Action War,53182,en,71.510596,05-03-14,337580051,102,6.1,2397
254,The Smurfs,110000000,Animation Family Adventure Comedy Fantasy,41513,en,36.65422,29-07-11,563749323,103,5.5,1179
255,Home on the Range,110000000,Animation Family,13700,en,19.625972,02-04-04,103951461,76,5.7,389
256,Allegiant,110000000,Adventure Science Fiction,262504,en,86.105615,09-03-16,179246868,121,5.9,1998
257,Real Steel,110000000,Action Science Fiction Drama,39254,en,37.195046,28-09-11,299268508,127,6.6,2692
258,The Smurfs 2,105000000,Fantasy Family Comedy Animation,77931,en,32.473628,30-07-13,347434178,105,5.5,695
259,Speed 2: Cruise Control,160000000,Action Adventure Thriller,1639,en,23.336875,13-06-97,164508066,121,4.1,434
260,Ender's Game,110000000,Science Fiction Action Adventure,80274,en,45.94834,23-10-13,125537191,114,6.6,2303
261,Live Free or Die Hard,110000000,Action Thriller,1571,en,48.93337,20-06-07,383531464,128,6.4,2089
262,The Lord of the Rings: The Fellowship of the Ring,93000000,Adventure Fantasy Action,120,en,138.049577,18-12-01,871368364,178,8,8705
263,Around the World in 80 Days,110000000,Action Adventure Comedy,10204,en,22.643776,16-06-04,72178895,120,5.7,672
264,Ali,107000000,Drama,8489,en,18.866672,11-12-01,87713825,157,6.7,447
265,The Cat in the Hat,0,Comedy Fantasy Family,10588,en,18.251129,21-11-03,0,82,4.9,366
266,"I, Robot",120000000,Action Science Fiction,2048,en,95.914473,15-07-04,347234916,115,6.7,3793
267,Kingdom of Heaven,130000000,Drama Action Adventure History War,1495,en,44.490453,03-05-05,211643158,144,6.6,1157
268,Stuart Little,133000000,Animation Fantasy Family Comedy,10137,en,30.475297,17-12-99,300135367,84,5.8,959
269,The Princess and the Frog,105000000,Romance Family Animation Music,10198,en,62.479574,08-12-09,267045765,97,6.7,1247
270,The Martian,108000000,Drama Adventure Science Fiction,286217,en,167.93287,30-09-15,630161890,141,7.6,7268
271,The Island,126000000,Action Thriller Science Fiction Adventure,1635,en,37.68056,20-07-05,162949164,136,6.5,1770
272,Town & Country,90000000,Comedy Romance,24113,en,1.004579,27-04-01,10372291,104,3.7,16
273,Gone in Sixty Seconds,90000000,Action Crime Thriller,9679,en,52.995628,09-06-00,237202299,118,6.1,1485
274,Gladiator,103000000,Action Drama Adventure,98,en,95.301296,01-05-00,457640427,155,7.9,5439
275,Minority Report,102000000,Action Thriller Science Fiction Mystery,180,en,65.948959,20-06-02,358372926,145,7.1,2608
276,Harry Potter and the Chamber of Secrets,100000000,Adventure Fantasy Family,672,en,132.397737,13-11-02,876688482,161,7.4,5815
277,Casino Royale,150000000,Adventure Action Thriller,36557,en,88.935165,14-11-06,599045960,144,7.3,3855
278,Planet of the Apes,100000000,Thriller Science Fiction Action Adventure,869,en,51.188633,25-07-01,362211740,119,5.6,1243
279,Terminator 2: Judgment Day,100000000,Action Thriller Science Fiction,280,en,101.74155,01-07-91,520000000,137,7.7,4185
280,Public Enemies,80000000,History Crime Drama,11322,en,33.691694,01-07-09,214104620,140,6.5,1344
281,American Gangster,100000000,Drama Crime,4982,en,42.361215,02-11-07,266465037,157,7.4,1502
282,True Lies,115000000,Action Thriller,36955,en,38.729418,14-07-94,378882411,141,6.8,1116
283,The Taking of Pelham 1 2 3,100000000,Thriller Drama Crime,18487,en,40.597856,11-06-09,150166126,106,6.2,954
284,Little Fockers,100000000,Comedy Romance,39451,en,32.389353,21-12-10,310650585,98,5.4,1060
285,The Other Guys,100000000,Action Comedy Crime,27581,en,24.399642,06-08-10,170432927,107,6.1,1383
286,Eraser,100000000,Action Drama Mystery Thriller,9268,en,24.507987,21-06-96,242295562,115,5.6,543
287,Django Unchained,100000000,Drama Western,68718,en,82.121691,25-12-12,425368238,165,7.8,10099
288,The Hunchback of Notre Dame,100000000,Drama Animation Family,10545,en,46.727941,21-06-96,100138851,91,6.8,1129
289,The Emperor's New Groove,100000000,Adventure Animation Comedy Family Fantasy,11688,en,51.113717,09-12-00,169327687,78,7.2,1490
290,The Expendables 2,100000000,Action Adventure Thriller,76163,en,53.732892,08-08-12,312573423,103,6.1,2896
291,National Treasure,100000000,Adventure Action Thriller Mystery,2059,en,58.849256,19-11-04,347451894,131,6.4,1926
292,Eragon,100000000,Fantasy Action Adventure Family,2486,en,30.863434,14-12-06,249288105,104,4.9,967
293,Where the Wild Things Are,100000000,Family Fantasy,16523,en,31.586215,16-10-09,100086793,101,6.4,572
294,Epic,100000000,Animation Adventure Family Fantasy,116711,en,36.711378,15-05-13,268426634,102,6.4,1121
295,The Tourist,100000000,Action Thriller Romance,37710,en,41.426678,08-12-10,278731369,103,6,1699
296,End of Days,100000000,Action Fantasy Horror Mystery,9946,en,20.652943,24-11-99,211989043,121,5.5,482
297,Blood Diamond,100000000,Drama Thriller Action,1372,en,52.792678,07-12-06,170877916,143,7.3,2281
298,The Wolf of Wall Street,100000000,Crime Drama Comedy,106646,en,95.007934,25-12-13,392000694,180,7.9,6571
299,Batman Forever,100000000,Action Crime Fantasy,414,en,48.205606,31-05-95,336529144,121,5.2,1498
300,Starship Troopers,105000000,Adventure Action Thriller Science Fiction,563,en,58.782359,06-11-97,121214377,129,6.7,1560
301,Cloud Atlas,102000000,Drama Science Fiction,83542,en,73.872343,26-10-12,130482868,172,6.6,2977
302,Legend of the Guardians: The Owls of Ga'Hoole,80000000,Animation Adventure Family Fantasy,41216,en,37.321848,10-07-10,140073390,97,6.5,703
303,Catwoman,100000000,Action Crime,314,en,32.271938,22-07-04,82102379,104,4.2,808
304,Hercules,100000000,Action Adventure,184315,en,76.842247,23-07-14,243400000,99,5.6,1680
305,Treasure Planet,140000000,Adventure Animation Family Fantasy Science Fiction,9016,en,38.924136,26-11-02,109578115,95,7.2,948
306,Land of the Lost,100000000,Adventure Comedy Science Fiction,18162,en,19.38841,05-06-09,68688831,102,5.3,381
307,The Expendables 3,90000000,Action Adventure Thriller,138103,en,61.025639,04-08-14,206172544,127,6.1,1795
308,Point Break,105000000,Action Crime Thriller,257088,en,33.507289,03-12-15,133718711,114,5.5,783
309,Son of the Mask,84000000,Fantasy Comedy Family Adventure,10214,en,17.815595,18-02-05,0,94,3.6,338
310,In the Heart of the Sea,100000000,Thriller Drama Adventure Action History,205775,en,50.767332,20-11-15,93820758,122,6.5,1276
311,The Adventures of Pluto Nash,100000000,Action Comedy Science Fiction,11692,en,12.092241,15-08-02,7103973,95,4.4,142
312,Green Zone,100000000,War Action Adventure Drama Thriller,22972,en,30.254021,11-03-10,94882889,115,6.4,717
313,The Peanuts Movie,99000000,Animation,227973,en,34.308098,05-11-15,246233113,88,6.5,604
314,The Spanish Prisoner,10000000,Crime Drama Mystery Thriller,29193,en,3.091077,08-09-97,13835130,110,7.1,73
315,The Mummy Returns,98000000,Adventure Action Fantasy,1734,en,41.862983,28-04-01,433013274,130,6,2206
316,Gangs of New York,100000000,Drama History Crime,3131,en,46.160048,14-12-02,193772504,167,7.1,1910
317,The Flowers of War,94000000,Drama History War,76758,zh,12.516546,15-12-11,95311434,145,7.1,187
318,Surf's Up,85000000,Animation Comedy Family,9408,en,23.230851,08-06-07,149044513,85,5.9,601
319,The Stepford Wives,90000000,Action Comedy Science Fiction,9890,en,19.224754,10-06-04,102000000,93,5.4,334
320,Black Hawk Down,92000000,Action History War,855,en,44.455166,28-12-01,172989651,144,7.2,1811
321,The Campaign,0,Comedy,77953,en,16.460356,09-08-12,104907746,85,5.6,578
322,The Fifth Element,90000000,Adventure Fantasy Action Thriller Science Fiction,18,en,109.528572,07-05-97,263920180,126,7.3,3885
323,Sex and the City 2,100000000,Comedy Drama Romance,37786,en,18.325897,26-05-10,288347692,146,5.4,426
324,The Road to El Dorado,95000000,Adventure Animation Comedy Family,10501,en,37.054554,31-03-00,76432727,89,7,858
325,Ice Age: Continental Drift,95000000,Animation Comedy Adventure Family,57800,en,65.229868,26-06-12,877244782,88,6.2,2672
326,Cinderella,95000000,Romance Fantasy Family Drama,150689,en,101.187052,12-03-15,543514353,105,6.7,2374
327,The Lovely Bones,65000000,Fantasy Drama,7980,en,29.257137,26-12-09,93525586,136,6.6,1065
328,Finding Nemo,94000000,Animation Family,12,en,85.688789,30-05-03,940335536,100,7.6,6122
329,The Lord of the Rings: The Return of the King,94000000,Adventure Fantasy Action,122,en,123.630332,01-12-03,1118888979,201,8.1,8064
330,The Lord of the Rings: The Two Towers,79000000,Adventure Fantasy Action,121,en,106.914973,18-12-02,926287400,179,8,7487
331,Seventh Son,95000000,Adventure Fantasy,68737,en,63.628459,12-12-14,114178613,102,5.2,957
332,Lara Croft: Tomb Raider,115000000,Adventure Fantasy Action Thriller,1995,en,41.498631,11-06-01,274703340,100,5.7,2192
333,Transcendence,100000000,Thriller Science Fiction Drama Mystery,157353,en,58.991388,16-04-14,103039258,119,5.9,2295
334,Jurassic Park III,93000000,Adventure Action Thriller Science Fiction,331,en,1.859364,18-07-01,368780809,92,5.7,2077
335,Rise of the Planet of the Apes,93000000,Thriller Action Drama Science Fiction,61791,en,138.433168,03-08-11,482860185,105,7,4347
336,The Spiderwick Chronicles,90000000,Adventure Family Fantasy,8204,en,21.436682,14-02-08,162839667,95,6.3,572
337,A Good Day to Die Hard,92000000,Action Thriller,47964,en,65.402595,06-02-13,304654182,98,5.2,3493
338,The Alamo,145000000,Western History War,10733,en,10.660441,07-04-04,25819961,137,5.8,106
339,The Incredibles,92000000,Action Adventure Animation Family,9806,en,77.817571,05-11-04,631442092,115,7.4,5152
340,Cutthroat Island,98000000,Action Adventure,1408,en,7.029308,22-12-95,10017322,119,5.7,136
341,Percy Jackson & the Olympians: The Lightning Thief,95000000,Adventure Fantasy Family,32657,en,61.121717,01-02-10,226497209,118,6,2010
342,Men in Black,90000000,Action Adventure Comedy Science Fiction,607,en,104.121555,02-07-97,589390539,98,6.9,4412
343,Toy Story 2,90000000,Animation Comedy Family,863,en,73.575118,30-10-99,497366869,92,7.3,3806
344,Unstoppable,100000000,Action Thriller,44048,en,37.698465,04-11-10,167805466,98,6.3,1165
345,Rush Hour 2,90000000,Action Comedy Crime Thriller,5175,en,35.814765,03-08-01,347325802,90,6.4,1054
346,What Lies Beneath,100000000,Drama Horror Mystery Thriller,2655,en,15.835672,21-07-00,155464351,130,6.3,488
347,Cloudy with a Chance of Meatballs,100000000,Animation Comedy Family,22794,en,46.781182,17-09-09,242988466,90,6.5,1747
348,Ice Age: Dawn of the Dinosaurs,90000000,Animation Comedy Family Adventure,8355,en,69.457898,29-06-09,886686817,94,6.5,2271
349,The Secret Life of Walter Mitty,90000000,Adventure Comedy Drama Fantasy,116745,en,43.348022,18-12-13,188133322,114,7,3144
350,Charlie's Angels,92000000,Action Adventure Comedy Crime Thriller,4327,en,40.20395,02-11-00,264105545,98,5.6,1232
351,The Departed,90000000,Drama Thriller Crime,1422,en,63.429157,05-10-06,289847354,151,7.9,4339
352,Mulan,90000000,Animation Family Adventure,10674,en,67.427755,18-06-98,304320254,88,7.6,2008
353,Tropic Thunder,92000000,Action Comedy,7446,en,43.192048,09-08-08,188072649,107,6.5,1667
354,The Girl with the Dragon Tattoo,90000000,Thriller Crime Mystery Drama,65754,en,47.651083,14-12-11,232617430,158,7.2,2434
355,Die Hard: With a Vengeance,90000000,Action Thriller,1572,en,51.881077,19-05-95,366101666,128,6.9,2066
356,Sherlock Holmes,90000000,Action Adventure Crime Mystery,10528,en,57.834787,23-12-09,524028679,128,7,5766
357,Ben-Hur,100000000,Drama,271969,en,29.608322,17-08-16,94061311,125,5.3,621
358,Atlantis: The Lost Empire,120000000,Animation Family Adventure Science Fiction,10865,en,51.548589,02-06-01,186053725,95,6.7,1224
359,Alvin and the Chipmunks: The Road Chip,0,Adventure Animation Comedy Family,258509,en,27.867368,17-12-15,233755553,92,5.8,428
360,Valkyrie,75000000,Drama Thriller History War,2253,en,38.832842,25-12-08,200276000,121,6.7,1173
361,You Don't Mess with the Zohan,90000000,Comedy Action,10661,en,40.597344,05-06-08,201596308,113,5.5,1048
362,Pixels,88000000,Action Comedy Science Fiction,257344,en,140.849495,16-07-15,243637091,105,5.6,2513
363,A.I. Artificial Intelligence,100000000,Drama Science Fiction Adventure,644,en,34.035114,29-06-01,235926552,146,6.8,1974
364,The Haunted Mansion,90000000,Thriller Fantasy Comedy Family Mystery,10756,en,16.302378,25-11-03,182290266,99,5.2,466
365,Contact,90000000,Drama Science Fiction Mystery,686,en,55.249434,11-07-97,171120329,150,7.2,1308
366,Hollow Man,95000000,Action Science Fiction Thriller,9383,en,28.200874,04-08-00,190213455,112,5.6,634
367,The Interpreter,80000000,Crime Thriller,179,en,18.69984,08-04-05,162944923,128,6.2,392
368,Percy Jackson: Sea of Monsters,90000000,Adventure Family Fantasy,76285,en,40.262261,07-08-13,174578751,106,5.9,1648
369,Lara Croft Tomb Raider: The Cradle of Life,95000000,Action Adventure Fantasy Thriller,1996,en,56.811056,21-07-03,156505388,117,5.5,1418
370,Now You See Me 2,90000000,Action Adventure Comedy Crime Mystery,291805,en,51.535701,02-06-16,334901337,129,6.7,3235
371,The Saint,68000000,Thriller Action Romance Science Fiction Adventure,10003,en,20.913852,03-04-97,118063304,116,5.9,302
372,Spy Game,92000000,Action Crime Thriller,1535,en,27.166757,18-11-01,143049560,126,6.8,579
373,Mission to Mars,90000000,Science Fiction,2067,en,16.058284,10-03-00,60874615,114,5.7,369
374,Rio,90000000,Animation Adventure Comedy Family,46195,en,46.200042,03-04-11,484635760,96,6.5,2166
375,Bicentennial Man,100000000,Comedy Science Fiction,2277,en,24.939295,17-12-99,93700000,131,6.9,963
376,Volcano,90000000,Science Fiction Action Drama Thriller,10357,en,19.836124,25-04-97,0,104,5.2,376
377,The Devil's Own,90000000,Crime Thriller Drama,4477,en,15.350451,12-03-97,140807547,107,5.9,290
378,K-19: The Widowmaker,100000000,Drama History Thriller,8665,en,15.625949,19-07-02,35168966,138,6.1,264
379,Conan the Barbarian,20000000,Adventure Fantasy Action,9387,en,31.802807,02-04-82,79114085,129,6.6,650
380,Cinderella Man,88000000,Romance Drama History,921,en,24.100863,02-06-05,108539911,144,7.3,616
381,The Nutcracker: The Untold Story,90000000,Fantasy Action Family,49852,en,3.593349,24-11-10,16178959,110,5.4,50
382,Seabiscuit,87000000,Drama History,4464,en,14.824166,22-07-03,148336445,141,6.7,216
383,Twister,92000000,Action Adventure Drama,664,en,32.079995,10-05-96,494471524,113,6.1,950
384,Cast Away,90000000,Adventure Drama,8358,en,57.739713,22-12-00,429632142,143,7.5,3218
385,Happy Feet,100000000,Animation Comedy,9836,en,37.272385,16-11-06,384335608,108,5.9,1410
386,The Bourne Supremacy,75000000,Action Drama Thriller,2502,en,53.213931,23-07-04,288500217,108,7.2,2825
387,Air Force One,85000000,Action Thriller,9772,en,36.38795,25-07-97,315156409,124,6.2,840
388,Ocean's Eleven,85000000,Thriller Crime,161,en,60.929352,07-12-01,450717150,116,7.2,3783
389,The Three Musketeers,75000000,Adventure Action Thriller,52451,en,36.605246,31-08-11,132274484,110,5.6,924
390,Hotel Transylvania,85000000,Animation Comedy Family Fantasy,76492,en,56.257411,20-09-12,358375603,91,6.8,2566
391,Enchanted,85000000,Comedy Family Fantasy Romance,4523,en,29.21998,20-11-07,340487652,107,6.6,1449
392,Safe House,85000000,Action Thriller,59961,en,34.773106,09-02-12,208076205,115,6.3,1345
393,102 Dalmatians,85000000,Comedy Family,10481,en,9.895061,07-10-00,183611771,100,5.1,313
394,Tower Heist,75000000,Action Comedy,59108,en,36.743324,02-11-11,152930623,104,5.8,932
395,The Holiday,85000000,Comedy Romance,1581,en,44.967453,08-12-06,194168700,136,6.7,1225
396,Enemy of the State,90000000,Action Drama Thriller,9798,en,41.207568,20-11-98,250649836,132,6.7,1240
397,It's Complicated,85000000,Comedy Romance,22897,en,16.479851,23-12-09,219103655,121,6.2,360
398,Ocean's Thirteen,85000000,Crime Thriller,298,en,42.069993,07-06-07,311312624,122,6.5,1999
399,Open Season,85000000,Adventure Animation Family,7484,en,26.61951,29-09-06,197309027,83,6.1,656
400,Divergent,85000000,Adventure Action Science Fiction,157350,en,80.316463,14-03-14,288747895,139,6.9,4663
401,Enemy at the Gates,68000000,War,853,en,41.273567,13-03-01,96976270,131,7.2,999
402,The Rundown,85000000,Adventure Action Comedy Thriller,10159,en,24.107835,26-09-03,80916492,104,6.4,514
403,Last Action Hero,85000000,Adventure Fantasy Action Comedy Family,9593,en,32.044191,18-06-93,137298489,130,6.1,712
